Server-Locale,Server-Response-Time,Server-Current-Load,IP-Locale,Last-Request-Time-Delta,Overloaded
Antarctica (AN),297,0,Antarctica (AN),0.6329159736633301,False
Antarctica (AN),587,0,Antarctica (AN),0.6437790393829346,False
Antarctica (AN),297,0,Antarctica (AN),0.6550579071044922,False
Antarctica (AN),587,0,Antarctica (AN),0.6716091632843018,False
Antarctica (AN),297,0,Antarctica (AN),0.6836647987365723,False
Antarctica (AN),587,0,Antarctica (AN),0.6952478885650635,False
Antarctica (AN),297,0,Antarctica (AN),0.7060229778289795,False
Antarctica (AN),587,0,Antarctica (AN),0.716271162033081,False
Antarctica (AN),297,0,Antarctica (AN),0.7274160385131836,False
Antarctica (AN),587,0,Antarctica (AN),0.7395970821380615,False
Antarctica (AN),297,0,Antarctica (AN),0.7499070167541504,False
Antarctica (AN),587,0,Antarctica (AN),0.7618517875671387,False
Antarctica (AN),297,0,Antarctica (AN),0.7738990783691406,False
Antarctica (AN),587,0,Antarctica (AN),0.7863810062408447,False
Antarctica (AN),297,0,Antarctica (AN),0.7982299327850342,False
Antarctica (AN),587,0,Antarctica (AN),0.8104720115661621,False
Antarctica (AN),297,0,Antarctica (AN),0.8212180137634277,False
Antarctica (AN),587,0,Antarctica (AN),0.8313798904418945,False
Antarctica (AN),297,0,Antarctica (AN),0.8416461944580078,False
Antarctica (AN),587,0,Antarctica (AN),0.8519799709320068,False
Antarctica (AN),297,0,Antarctica (AN),0.8641860485076904,False
Antarctica (AN),587,0,Antarctica (AN),0.8745779991149902,False
Antarctica (AN),297,0,Antarctica (AN),0.8851168155670166,False
Antarctica (AN),587,0,Antarctica (AN),0.895197868347168,False
Antarctica (AN),297,0,Antarctica (AN),0.9059288501739502,False
Antarctica (AN),587,0,Antarctica (AN),0.9184560775756836,False
Antarctica (AN),297,0,Antarctica (AN),0.9285471439361572,False
Antarctica (AN),587,0,Antarctica (AN),0.9393148422241211,False
Antarctica (AN),297,0,Antarctica (AN),0.9494137763977051,False
Antarctica (AN),587,0,Antarctica (AN),0.9600808620452881,False
Antarctica (AN),297,0,Antarctica (AN),0.9705531597137451,False
Antarctica (AN),587,0,Antarctica (AN),0.9831018447875977,False
Antarctica (AN),297,0,Antarctica (AN),0.9933750629425049,False
Antarctica (AN),587,0,Antarctica (AN),1.0038971900939941,False
Antarctica (AN),297,98,Antarctica (AN),0.015208005905151367,True
Antarctica (AN),587,97,Antarctica (AN),0.0265200138092041,True
Antarctica (AN),297,194,Antarctica (AN),0.03671097755432129,True
Antarctica (AN),587,192,Antarctica (AN),0.049302101135253906,True
Antarctica (AN),297,97,Antarctica (AN),0.0608830451965332,True
Antarctica (AN),587,96,Antarctica (AN),0.07306122779846191,True
Antarctica (AN),297,48,Antarctica (AN),0.08329081535339355,True
Antarctica (AN),587,48,Antarctica (AN),0.09345793724060059,True
Antarctica (AN),297,24,Antarctica (AN),0.10604119300842285,False
Antarctica (AN),587,24,Antarctica (AN),0.11722302436828613,False
Antarctica (AN),297,12,Antarctica (AN),0.12765908241271973,False
Antarctica (AN),587,12,Antarctica (AN),0.13894081115722656,False
Antarctica (AN),297,6,Antarctica (AN),0.15121006965637207,False
Antarctica (AN),587,6,Antarctica (AN),0.1625521183013916,False
Antarctica (AN),297,3,Antarctica (AN),0.17517685890197754,False
Antarctica (AN),587,3,Antarctica (AN),0.18552899360656738,False
Antarctica (AN),297,1,Antarctica (AN),0.1981508731842041,False
Antarctica (AN),587,1,Antarctica (AN),0.20871496200561523,False
Antarctica (AN),297,0,Antarctica (AN),0.21887493133544922,False
Antarctica (AN),587,0,Antarctica (AN),0.2307147979736328,False
Antarctica (AN),297,0,Antarctica (AN),0.24338102340698242,False
Antarctica (AN),587,0,Antarctica (AN),0.2560100555419922,False
Antarctica (AN),297,0,Antarctica (AN),0.26863908767700195,False
Antarctica (AN),587,0,Antarctica (AN),0.28127479553222656,False
Antarctica (AN),297,0,Antarctica (AN),0.2924659252166748,False
Antarctica (AN),587,0,Antarctica (AN),0.30503082275390625,False
Antarctica (AN),297,0,Antarctica (AN),0.3165922164916992,False
Antarctica (AN),587,0,Antarctica (AN),0.3282589912414551,False
Antarctica (AN),297,0,Antarctica (AN),0.33869099617004395,False
Antarctica (AN),587,0,Antarctica (AN),0.35132789611816406,False
Antarctica (AN),297,0,Antarctica (AN),0.3614931106567383,False
Antarctica (AN),587,0,Antarctica (AN),0.37285494804382324,False
Antarctica (AN),297,0,Antarctica (AN),0.38456201553344727,False
Antarctica (AN),587,0,Antarctica (AN),0.39515113830566406,False
Antarctica (AN),297,0,Antarctica (AN),0.4070761203765869,False
Antarctica (AN),587,0,Antarctica (AN),0.41784191131591797,False
Antarctica (AN),297,0,Antarctica (AN),0.42844700813293457,False
Antarctica (AN),587,0,Antarctica (AN),0.43949198722839355,False
Antarctica (AN),297,0,Antarctica (AN),0.4506528377532959,False
Antarctica (AN),587,0,Antarctica (AN),0.46146106719970703,False
Antarctica (AN),297,0,Antarctica (AN),0.4727940559387207,False
Antarctica (AN),587,0,Antarctica (AN),0.48474907875061035,False
Antarctica (AN),297,0,Antarctica (AN),0.49561500549316406,False
Antarctica (AN),587,0,Antarctica (AN),0.5066208839416504,False
Antarctica (AN),297,0,Antarctica (AN),0.5184361934661865,False
Antarctica (AN),587,0,Antarctica (AN),0.53106689453125,False
Antarctica (AN),297,0,Antarctica (AN),0.5418150424957275,False
Antarctica (AN),587,0,Antarctica (AN),0.553260087966919,False
Antarctica (AN),297,0,Antarctica (AN),0.5642070770263672,False
Antarctica (AN),587,0,Antarctica (AN),0.5747058391571045,False
Antarctica (AN),297,0,Antarctica (AN),0.5864379405975342,False
Antarctica (AN),587,0,Antarctica (AN),0.596696138381958,False
Antarctica (AN),297,0,Antarctica (AN),0.6071028709411621,False
Antarctica (AN),587,0,Antarctica (AN),0.6186339855194092,False
Antarctica (AN),297,0,Antarctica (AN),0.6292548179626465,False
Antarctica (AN),587,0,Antarctica (AN),0.6397440433502197,False
Antarctica (AN),297,0,Antarctica (AN),0.6510441303253174,False
Antarctica (AN),587,0,Antarctica (AN),0.6613309383392334,False
Antarctica (AN),297,0,Antarctica (AN),0.6725177764892578,False
Antarctica (AN),587,0,Antarctica (AN),0.6842670440673828,False
Antarctica (AN),297,0,Antarctica (AN),0.6947991847991943,False
Antarctica (AN),587,0,Antarctica (AN),0.7059829235076904,False
Antarctica (AN),297,0,Antarctica (AN),0.7176010608673096,False
Antarctica (AN),587,0,Antarctica (AN),0.727794885635376,False
Antarctica (AN),297,0,Antarctica (AN),0.739326000213623,False
Antarctica (AN),587,0,Antarctica (AN),0.7515220642089844,False
Antarctica (AN),297,0,Antarctica (AN),0.7626140117645264,False
Antarctica (AN),587,0,Antarctica (AN),0.7729949951171875,False
Antarctica (AN),297,0,Antarctica (AN),0.784369945526123,False
Antarctica (AN),587,0,Antarctica (AN),0.7958557605743408,False
Antarctica (AN),297,0,Antarctica (AN),0.8085660934448242,False
Antarctica (AN),587,0,Antarctica (AN),0.8208649158477783,False
Antarctica (AN),297,0,Antarctica (AN),0.8332619667053223,False
Antarctica (AN),587,0,Antarctica (AN),0.8441238403320312,False
Antarctica (AN),297,0,Antarctica (AN),0.855600118637085,False
Antarctica (AN),587,0,Antarctica (AN),0.8674380779266357,False
Antarctica (AN),297,0,Antarctica (AN),0.8800771236419678,False
Antarctica (AN),587,0,Antarctica (AN),0.8904058933258057,False
Antarctica (AN),297,0,Antarctica (AN),0.9007909297943115,False
Antarctica (AN),587,0,Antarctica (AN),0.9134190082550049,False
Antarctica (AN),297,0,Antarctica (AN),0.9260458946228027,False
Antarctica (AN),587,0,Antarctica (AN),0.9377951622009277,False
Antarctica (AN),297,0,Antarctica (AN),0.9503841400146484,False
Antarctica (AN),587,0,Antarctica (AN),0.9605410099029541,False
Antarctica (AN),297,0,Antarctica (AN),0.9728178977966309,False
Antarctica (AN),587,0,Antarctica (AN),0.9850518703460693,False
Antarctica (AN),297,0,Antarctica (AN),0.9960370063781738,False
Antarctica (AN),587,0,Antarctica (AN),1.0075709819793701,False
Antarctica (AN),297,98,Antarctica (AN),0.01786017417907715,True
Antarctica (AN),587,97,Antarctica (AN),0.028643131256103516,True
Antarctica (AN),297,194,Antarctica (AN),0.039205074310302734,True
Antarctica (AN),587,48,Antarctica (AN),0.050755977630615234,True
Antarctica (AN),297,97,Antarctica (AN),0.06124281883239746,True
Antarctica (AN),587,24,Antarctica (AN),0.07387185096740723,False
Antarctica (AN),297,48,Antarctica (AN),0.0850520133972168,True
Antarctica (AN),587,12,Antarctica (AN),0.0976860523223877,False
Antarctica (AN),297,24,Antarctica (AN),0.11001396179199219,False
Antarctica (AN),587,6,Antarctica (AN),0.12264490127563477,False
Antarctica (AN),297,12,Antarctica (AN),0.13442611694335938,False
Antarctica (AN),587,3,Antarctica (AN),0.14606690406799316,False
Antarctica (AN),297,6,Antarctica (AN),0.15869688987731934,False
Antarctica (AN),587,1,Antarctica (AN),0.17135000228881836,False
Antarctica (AN),297,3,Antarctica (AN),0.18237996101379395,False
Antarctica (AN),587,0,Antarctica (AN),0.19333982467651367,False
Antarctica (AN),297,1,Antarctica (AN),0.20481204986572266,False
Antarctica (AN),587,0,Antarctica (AN),0.2165660858154297,False
Antarctica (AN),297,0,Antarctica (AN),0.22919607162475586,False
Antarctica (AN),587,0,Antarctica (AN),0.240386962890625,False
Antarctica (AN),297,0,Antarctica (AN),0.2508840560913086,False
Antarctica (AN),587,0,Antarctica (AN),0.26165294647216797,False
Antarctica (AN),297,0,Antarctica (AN),0.27245116233825684,False
Antarctica (AN),587,0,Antarctica (AN),0.28345179557800293,False
Antarctica (AN),297,0,Antarctica (AN),0.2960820198059082,False
Antarctica (AN),587,0,Antarctica (AN),0.3087129592895508,False
Antarctica (AN),297,0,Antarctica (AN),0.32077789306640625,False
Antarctica (AN),587,0,Antarctica (AN),0.3318150043487549,False
Antarctica (AN),297,0,Antarctica (AN),0.3428637981414795,False
Antarctica (AN),587,0,Antarctica (AN),0.35395193099975586,False
Antarctica (AN),297,0,Antarctica (AN),0.36493396759033203,False
Antarctica (AN),587,0,Antarctica (AN),0.37597012519836426,False
Antarctica (AN),297,0,Antarctica (AN),0.38705897331237793,False
Antarctica (AN),587,0,Antarctica (AN),0.39788007736206055,False
Antarctica (AN),297,0,Antarctica (AN),0.40955018997192383,False
Antarctica (AN),587,0,Antarctica (AN),0.42178797721862793,False
Antarctica (AN),297,0,Antarctica (AN),0.43200206756591797,False
Antarctica (AN),587,0,Antarctica (AN),0.44466304779052734,False
Antarctica (AN),297,0,Antarctica (AN),0.45481395721435547,False
Antarctica (AN),587,0,Antarctica (AN),0.46634507179260254,False
Antarctica (AN),297,0,Antarctica (AN),0.4774332046508789,False
Antarctica (AN),587,0,Antarctica (AN),0.4881768226623535,False
Antarctica (AN),297,0,Antarctica (AN),0.4994471073150635,False
Antarctica (AN),587,0,Antarctica (AN),0.5109508037567139,False
Antarctica (AN),297,0,Antarctica (AN),0.5232651233673096,False
Antarctica (AN),587,0,Antarctica (AN),0.5334489345550537,False
Antarctica (AN),297,0,Antarctica (AN),0.5460870265960693,False
Antarctica (AN),587,0,Antarctica (AN),0.5585248470306396,False
Antarctica (AN),297,0,Antarctica (AN),0.5689330101013184,False
Antarctica (AN),587,0,Antarctica (AN),0.5808360576629639,False
Antarctica (AN),297,0,Antarctica (AN),0.5934641361236572,False
Antarctica (AN),587,0,Antarctica (AN),0.6047170162200928,False
Antarctica (AN),297,0,Antarctica (AN),0.615617036819458,False
Antarctica (AN),587,0,Antarctica (AN),0.6282491683959961,False
Antarctica (AN),297,0,Antarctica (AN),0.6408820152282715,False
Antarctica (AN),587,0,Antarctica (AN),0.6535108089447021,False
Antarctica (AN),297,0,Antarctica (AN),0.6661429405212402,False
Antarctica (AN),587,0,Antarctica (AN),0.6788530349731445,False
Antarctica (AN),297,0,Antarctica (AN),0.6898989677429199,False
Antarctica (AN),587,0,Antarctica (AN),0.7009239196777344,False
Antarctica (AN),297,0,Antarctica (AN),0.7119669914245605,False
Antarctica (AN),587,0,Antarctica (AN),0.7231669425964355,False
Antarctica (AN),297,0,Antarctica (AN),0.7358059883117676,False
Antarctica (AN),587,0,Antarctica (AN),0.7484369277954102,False
Antarctica (AN),297,0,Antarctica (AN),0.7587029933929443,False
Antarctica (AN),587,0,Antarctica (AN),0.7709140777587891,False
Antarctica (AN),297,0,Antarctica (AN),0.7835390567779541,False
Antarctica (AN),587,0,Antarctica (AN),0.7961750030517578,False
Antarctica (AN),297,0,Antarctica (AN),0.8085129261016846,False
Antarctica (AN),587,0,Antarctica (AN),0.8201940059661865,False
Antarctica (AN),297,0,Antarctica (AN),0.831322193145752,False
Antarctica (AN),587,0,Antarctica (AN),0.8423309326171875,False
Antarctica (AN),297,0,Antarctica (AN),0.8530700206756592,False
Antarctica (AN),587,0,Antarctica (AN),0.8640971183776855,False
Antarctica (AN),297,0,Antarctica (AN),0.8743970394134521,False
Antarctica (AN),587,0,Antarctica (AN),0.8865652084350586,False
Antarctica (AN),297,0,Antarctica (AN),0.8990540504455566,False
Antarctica (AN),587,0,Antarctica (AN),0.9095878601074219,False
Antarctica (AN),297,0,Antarctica (AN),0.9250030517578125,False
Antarctica (AN),587,0,Antarctica (AN),0.9362471103668213,False
Antarctica (AN),297,0,Antarctica (AN),0.9512848854064941,False
Antarctica (AN),587,0,Antarctica (AN),0.9645230770111084,False
Antarctica (AN),297,0,Antarctica (AN),0.9764919281005859,False
Antarctica (AN),587,0,Antarctica (AN),0.9924468994140625,False
Antarctica (AN),297,0,Antarctica (AN),1.0096099376678467,False
Antarctica (AN),587,97,Antarctica (AN),0.020103931427001953,True
Antarctica (AN),297,96,Antarctica (AN),0.0322108268737793,True
Antarctica (AN),587,192,Antarctica (AN),0.04260087013244629,True
Antarctica (AN),297,48,Antarctica (AN),0.05524086952209473,True
Antarctica (AN),587,96,Antarctica (AN),0.06636214256286621,True
Antarctica (AN),297,24,Antarctica (AN),0.07739591598510742,False
Antarctica (AN),587,48,Antarctica (AN),0.08781218528747559,True
Antarctica (AN),297,12,Antarctica (AN),0.10041284561157227,False
Antarctica (AN),587,24,Antarctica (AN),0.11130499839782715,False
Antarctica (AN),297,6,Antarctica (AN),0.12196803092956543,False
Antarctica (AN),587,12,Antarctica (AN),0.13284611701965332,False
Antarctica (AN),297,3,Antarctica (AN),0.1445770263671875,False
Antarctica (AN),587,6,Antarctica (AN),0.15650606155395508,False
Antarctica (AN),297,1,Antarctica (AN),0.16746282577514648,False
Antarctica (AN),587,3,Antarctica (AN),0.1788179874420166,False
Antarctica (AN),297,0,Antarctica (AN),0.19144392013549805,False
Antarctica (AN),587,1,Antarctica (AN),0.20250296592712402,False
Antarctica (AN),297,0,Antarctica (AN),0.2140350341796875,False
Antarctica (AN),587,0,Antarctica (AN),0.22667503356933594,False
Antarctica (AN),297,0,Antarctica (AN),0.23833298683166504,False
Antarctica (AN),587,0,Antarctica (AN),0.24852895736694336,False
Antarctica (AN),297,0,Antarctica (AN),0.258746862411499,False
Antarctica (AN),587,0,Antarctica (AN),0.26988697052001953,False
Antarctica (AN),297,0,Antarctica (AN),0.2824981212615967,False
Antarctica (AN),587,0,Antarctica (AN),0.29329895973205566,False
Antarctica (AN),297,0,Antarctica (AN),0.3056960105895996,False
Antarctica (AN),587,0,Antarctica (AN),0.3165929317474365,False
Antarctica (AN),297,0,Antarctica (AN),0.32686305046081543,False
Antarctica (AN),587,0,Antarctica (AN),0.3373398780822754,False
Antarctica (AN),297,0,Antarctica (AN),0.3499488830566406,False
Antarctica (AN),587,0,Antarctica (AN),0.36164402961730957,False
Antarctica (AN),297,0,Antarctica (AN),0.37427783012390137,False
Antarctica (AN),587,0,Antarctica (AN),0.38579702377319336,False
Antarctica (AN),297,0,Antarctica (AN),0.39820289611816406,False
Antarctica (AN),587,0,Antarctica (AN),0.40946292877197266,False
Antarctica (AN),297,0,Antarctica (AN),0.42209410667419434,False
Antarctica (AN),587,0,Antarctica (AN),0.43235206604003906,False
Antarctica (AN),297,0,Antarctica (AN),0.44399595260620117,False
Antarctica (AN),587,0,Antarctica (AN),0.4555320739746094,False
Antarctica (AN),297,0,Antarctica (AN),0.4669461250305176,False
Antarctica (AN),587,0,Antarctica (AN),0.47884392738342285,False
Antarctica (AN),297,0,Antarctica (AN),0.4914848804473877,False
Antarctica (AN),587,0,Antarctica (AN),0.5033001899719238,False
Antarctica (AN),297,0,Antarctica (AN),0.5157601833343506,False
Antarctica (AN),587,0,Antarctica (AN),0.5279018878936768,False
Antarctica (AN),297,0,Antarctica (AN),0.5405309200286865,False
Antarctica (AN),587,0,Antarctica (AN),0.5517868995666504,False
Antarctica (AN),297,0,Antarctica (AN),0.5644211769104004,False
Antarctica (AN),587,0,Antarctica (AN),0.5770459175109863,False
Antarctica (AN),297,0,Antarctica (AN),0.589677095413208,False
Antarctica (AN),587,0,Antarctica (AN),0.601046085357666,False
Antarctica (AN),297,0,Antarctica (AN),0.6111328601837158,False
Antarctica (AN),587,0,Antarctica (AN),0.6213760375976562,False
Antarctica (AN),297,0,Antarctica (AN),0.6322519779205322,False
Antarctica (AN),587,0,Antarctica (AN),0.6429691314697266,False
Antarctica (AN),297,0,Antarctica (AN),0.654026985168457,False
Antarctica (AN),587,0,Antarctica (AN),0.6650650501251221,False
Antarctica (AN),297,0,Antarctica (AN),0.6761519908905029,False
Antarctica (AN),587,0,Antarctica (AN),0.6877927780151367,False
Antarctica (AN),297,0,Antarctica (AN),0.7004201412200928,False
Antarctica (AN),587,0,Antarctica (AN),0.7106189727783203,False
Antarctica (AN),297,0,Antarctica (AN),0.7232530117034912,False
Antarctica (AN),587,0,Antarctica (AN),0.735368013381958,False
Antarctica (AN),297,0,Antarctica (AN),0.7480361461639404,False
Antarctica (AN),587,0,Antarctica (AN),0.75901198387146,False
Antarctica (AN),297,0,Antarctica (AN),0.769232988357544,False
Antarctica (AN),587,0,Antarctica (AN),0.7811441421508789,False
Antarctica (AN),297,0,Antarctica (AN),0.7937769889831543,False
Antarctica (AN),587,0,Antarctica (AN),0.8064320087432861,False
Antarctica (AN),297,0,Antarctica (AN),0.8174729347229004,False
Antarctica (AN),587,0,Antarctica (AN),0.8285260200500488,False
Antarctica (AN),297,0,Antarctica (AN),0.8395462036132812,False
Antarctica (AN),587,0,Antarctica (AN),0.8506150245666504,False
Antarctica (AN),297,0,Antarctica (AN),0.8616580963134766,False
Antarctica (AN),587,0,Antarctica (AN),0.8726918697357178,False
Antarctica (AN),297,0,Antarctica (AN),0.8849918842315674,False
Antarctica (AN),587,0,Antarctica (AN),0.8976261615753174,False
Antarctica (AN),297,0,Antarctica (AN),0.9079179763793945,False
Antarctica (AN),587,0,Antarctica (AN),0.9205498695373535,False
Antarctica (AN),297,0,Antarctica (AN),0.9331760406494141,False
Antarctica (AN),587,0,Antarctica (AN),0.9447159767150879,False
Antarctica (AN),297,0,Antarctica (AN),0.9552838802337646,False
Antarctica (AN),587,0,Antarctica (AN),0.9679911136627197,False
Antarctica (AN),297,0,Antarctica (AN),0.9789729118347168,False
Antarctica (AN),587,0,Antarctica (AN),0.9916107654571533,False
Antarctica (AN),297,0,Antarctica (AN),1.0017879009246826,False
Antarctica (AN),587,98,Antarctica (AN),0.012824058532714844,True
Antarctica (AN),297,97,Antarctica (AN),0.02318096160888672,True
Antarctica (AN),587,194,Antarctica (AN),0.03479409217834473,True
Antarctica (AN),297,192,Antarctica (AN),0.045240163803100586,True
Antarctica (AN),587,97,Antarctica (AN),0.057314157485961914,True
Antarctica (AN),297,96,Antarctica (AN),0.06994295120239258,True
Antarctica (AN),587,48,Antarctica (AN),0.08163189888000488,True
Antarctica (AN),297,48,Antarctica (AN),0.09426617622375488,True
Antarctica (AN),587,24,Antarctica (AN),0.10691308975219727,False
Antarctica (AN),297,24,Antarctica (AN),0.11954092979431152,False
Antarctica (AN),587,12,Antarctica (AN),0.13219618797302246,False
Antarctica (AN),297,12,Antarctica (AN),0.14322519302368164,False
Antarctica (AN),587,6,Antarctica (AN),0.1543118953704834,False
Antarctica (AN),297,6,Antarctica (AN),0.16530799865722656,False
Antarctica (AN),587,3,Antarctica (AN),0.17637991905212402,False
Antarctica (AN),297,3,Antarctica (AN),0.18784308433532715,False
Antarctica (AN),587,1,Antarctica (AN),0.1984269618988037,False
Antarctica (AN),297,1,Antarctica (AN),0.20946788787841797,False
Antarctica (AN),587,0,Antarctica (AN),0.22146987915039062,False
Antarctica (AN),297,0,Antarctica (AN),0.23417091369628906,False
Antarctica (AN),587,0,Antarctica (AN),0.24524593353271484,False
Antarctica (AN),297,0,Antarctica (AN),0.2570009231567383,False
Antarctica (AN),587,0,Antarctica (AN),0.2697610855102539,False
Antarctica (AN),297,0,Antarctica (AN),0.2809469699859619,False
Antarctica (AN),587,0,Antarctica (AN),0.2935810089111328,False
Antarctica (AN),297,0,Antarctica (AN),0.30496788024902344,False
Antarctica (AN),587,0,Antarctica (AN),0.31617307662963867,False
Antarctica (AN),297,0,Antarctica (AN),0.3262908458709717,False
Antarctica (AN),587,0,Antarctica (AN),0.3369011878967285,False
Antarctica (AN),297,0,Antarctica (AN),0.34705090522766113,False
Antarctica (AN),587,0,Antarctica (AN),0.35793519020080566,False
